;pmid;title;abstract;source;group;Manual;id;stratify_col
1211;8755612;Genetic separation of tumor growth and hemorrhagic phenotypes in an estrogen-induced tumor.;"Chronic administration of estrogen to the Fischer 344 (F344) rat induces growth of large, hemorrhagic pituitary tumors. Ten weeks of diethylstilbestrol (DES) treatment caused female F344 rat pituitaries to grow to an average of 109.2 +/- 6.3 mg (mean +/- SE) versus 11.3 +/- 1.4 mg for untreated rats, and to become highly hemorrhagic. The same DES treatment produced no significant growth (8.9 +/- 0.5 mg for treated females versus 8.7 +/- 1.1 for untreated females) or morphological changes in Brown Norway (BN) rat pituitaries. An F1 hybrid of F344 and BN exhibited significant pituitary growth after 10 weeks of DES treatment with an average mass of 26.3 +/- 0.7 mg compared with 8.6 +/- 0.9 mg for untreated rats. Surprisingly, the F1 hybrid tumors were not hemorrhagic and had hemoglobin content and outward appearance identical to that of BN. Expression of both growth and morphological changes is due to multiple genes. However, while DES-induced pituitary growth exhibited quantitative, additive inheritance, the hemorrhagic phenotype exhibited recessive, epistatic inheritance. Only 5 of the 160 F2 pituitaries exhibited the hemorrhagic phenotype; 36 of the 160 F2 pituitaries were in the F344 range of mass, but 31 of these were not hemorrhagic, indicating that the hemorrhagic phenotype is not merely a consequence of extensive growth. The hemorrhagic F2 pituitaries were all among the most massive, indicating that some of the genes regulate both phenotypes.";bc5cdr;oncological;;1212;bc5cdr|oncological
368;8302543;Macular dystrophy associated with mutations at codon 172 in the human retinal degeneration slow gene.;BACKGROUND  Recently , mutations in the retinal degeneration slow ( rds ) gene which codes for peripherin-rds have been implicated as a cause of autosomal dominant retinitis pigmentosa . Because this gene is expressed in both rods and cones , mutations in the rds gene might be expected to cause degeneration affecting either the scotopic or photopic systems . Mutations at codon 172 of the rds gene have been identified in three families with autosomal dominantly inherited , progressive macular dystrophy . METHODS  Affected individuals underwent ophthalmic examination , scotopic perimetry , dark adaptometry , measurement of color-contrast sensitivity , and electroretinography to characterize the photoreceptor dysfunction . RESULTS  In all but one affected member , symptoms of progressive central visual loss developed in the third or fourth decade of life accompanied by central scotoma and well-demarcated atrophy of the retinal pigment epithelium and choriocapillaris of the macula . In general , cone and rod thresholds were elevated , and color-contrast sensitivity was absent in the central visual field . Peripherally , the scotopic sensitivities were normal , as was the recovery from bleach . Cone electroretinograms were diminished in amplitude , and delayed in all affected adults except one . Rod electroretinograms were normal or near normal in amplitude , and had normal implicit times . Affected asymptomatic children had macular changes , abnormal color-contrast sensitivity , and reduced pattern and cone electroretinograms . CONCLUSION  These results indicate that mutations in the rds gene can be expressed as a macular dystrophy , with evidence of primary cone dysfunction and preservation of peripheral rod function . .;NCBI;neurological;;369;NCBI|neurological
1401;839274;Hepatic adenomas and focal nodular hyperplasia of the liver in young women on oral contraceptives: case reports.;Two cases of hepatic adenoma and one of focal nodular hyperplasia presumably associated with the use of oral contraceptives, are reported. Special reference is made to their clinical presentation, which may be totally asymptomatic. Liver-function tests are of little diagnostic value, but valuable information may be obtained from both liver scanning and hepatic angiography. Histologic differences and clinical similarities between hepatic adenoma and focal nodular hyperplasia of the liver are discussed.;bc5cdr;hepatorenal;;1402;bc5cdr|hepatorenal
572;7881871;Time course of lipid peroxidation in puromycin aminonucleoside-induced nephropathy.;Reactive oxygen species have been implicated in the pathogenesis of acute puromycin aminonucleoside (PAN)-induced nephropathy, with antioxidants significantly reducing the proteinuria. The temporal relationship between lipid peroxidation in the kidney and proteinuria was examined in this study. Rats were treated with a single IV injection of puromycin aminonucleoside, (PAN, 7.5 mg/kg) and 24 hour urine samples were obtained prior to sacrifice on days 3,5,7,10,17,27,41 (N = 5-10 per group). The kidneys were removed, flushed with ice cold TRIS buffer. Kidney cortices from each animal were used to prepare homogenates. Tissue lipid peroxidation was measured in whole homogenates as well as in lipid extracts from homogenates as thiobarbituric acid reactive substances. Proteinuria was evident at day 5, peaked at day 7 and persisted to day 27. Lipid peroxidation in homogenates was maximal at day 3 and declined rapidly to control levels by day 17. This study supports the role of lipid peroxidation in mediating the proteinuric injury in PAN nephropathy.;bc5cdr;hepatorenal;;573;bc5cdr|hepatorenal
2804;1001414;When hippocampal meets Alzheimer's disease: a neurological perspective;Research question: How does ACE inhibitors affect hypertension through ataxia mechanisms? Methods: retrospective study with 111 cancer patients, assessing guillain-barre syndrome and peripheral neuropathy. Results: improved disease management. Implications: patient care improvement.;synthetic data;neurological;;2805;synthetic data|neurological
1167;6321816;Vasopressin as a possible contributor to hypertension.;The role of vasopressin as a pressor agent to the hypertensive process was examined. Vasopressin plays a major role in the pathogenesis of DOCA-salt hypertension, since the elevation of blood pressure was not substantial in the rats with lithium-treated diabetes insipidus after DOCA-salt treatment. Administration of DDAVP which has antidiuretic action but minimal vasopressor effect failed to increase blood pressure to the levels observed after administration of AVP. Furthermore, the pressor action of vasopressin appears to be important in the development of this model of hypertension, since the enhanced pressor responsiveness to the hormone was observed in the initial stage of hypertension. Increased secretion of vasopressin from neurohypophysis also promotes the function of the hormone as a pathogenetic factor in hypertension. An unproportional release of vasopressin compared to plasma osmolality may be induced by the absence of an adjusting control of angiotensin II forming and receptor binding capacity for sodium balance in the brain. However, the role of vasopressin remains to be determined in human essential hypertension.;bc5cdr;neurological|cardiovascular;;1168;bc5cdr|neurological|cardiovascular
4098;1002310;ECG reveals angina pectoris secrets;Research question: How does beta-blockers affect stroke through lung cancer mechanisms? Methods: prospective study with 284 cancer patients, assessing amyotrophic lateral sclerosis and kidney cancer. Results: improved patient outcomes. Implications: healthcare advancement.;synthetic data;neurological|oncological;;4099;synthetic data|neurological|oncological
1659;9121607;Neuroactive steroids protect against pilocarpine- and kainic acid-induced limbic seizures and status epilepticus in mice.;Several structurally related metabolites of progesterone (3 alpha-hydroxy pregnane-20-ones) and deoxycorticosterone (3 alpha-hydroxy pregnane-21-diol-20-ones) and their 3 beta-epimers were evaluated for protective activity against pilocarpine-, kainic acid- and N-methyl-D-aspartate (NMDA)-induced seizures in mice. Steroids with the 3-hydroxy group in the alpha-position and 5-H in the alpha- or beta-configurations were highly effective in protecting against pilocarpine (416 mg/kg, s.c.)-induced limbic motor seizures and status epilepticus (ED50 values, 7.0-18.7 mg/kg, i.p.). The corresponding epimers with the 3-hydroxy group in the beta-position were also effective but less potent (ED50 values, 33.8-63.5, i.p.). Although the neuroactive steroids were considerably less potent than the benzodiazepine clonazepam in protecting against pilocarpine seizures, steroids with the 5 alpha,3 alpha-configuration had comparable or higher protective index values (TD50 for motor impairment divided by ED50 for seizure protection) than clonazepam, indicating that some neuroactive steroids may have lower relative toxicity. Steroids with the 5 alpha,3 alpha- or 5 beta,3 alpha-configurations also produced a dose-dependent delay in the onset of limbic seizures induced by kainic acid (32 mg/kg, s.c.), but did not completely protect against the seizures. However, when a second dose of the steroid was administered 1 hr after the first dose, complete protection from the kainic acid-induced limbic seizures and status epilepticus was obtained. The steroids also caused a dose-dependent delay in NMDA (257 mg/kg, s.c.)-induced lethality, but did not completely protect against NMDA seizures or lethality. We conclude that neuroactive steroids are highly effective in protecting against pilocarpine- and kainic acid-induced seizures and status epilepticus in mice, and may be of utility in the treatment of some forms of status epilepticus in humans.;bc5cdr;neurological;;1660;bc5cdr|neurological
3951;1002152;stroke and hemodialysis: organ interplay;Hypothesis: statins improves heart disease outcomes via acute myeloid leukemia pathways. Methods: randomized controlled trial with 52 cardiac patients, measuring liver fibrosis and primary biliary cholangitis. Results: better quality of life measures. Conclusion: therapeutic innovation.;synthetic data;hepatorenal|oncological;;3952;synthetic data|hepatorenal|oncological
3930;1002198;glomerulonephritis patterns in liver cirrhosis patients;Study design: observational investigation of aspirin in dementia. Participants: 338 diabetic patients with nephrotic syndrome and schwannoma evaluation. Results: better quality of life measures with alzheimer disease correlation. Conclusion: therapeutic innovation.;synthetic data;neurological|hepatorenal;;3931;synthetic data|neurological|hepatorenal
3061;1001376;pyelonephritis pathways in atrial fibrillation;Hypothesis: calcium channel blockers improves hypertension outcomes via nash pathways. Methods: longitudinal trial with 84 cardiac patients, measuring primary sclerosing cholangitis and hepatoma. Results: improved disease management. Conclusion: treatment optimization.;synthetic data;hepatorenal;;3062;synthetic data|hepatorenal
3655;1001942;dialysis markers in chronic kidney disease;Aim: To investigate aspirin effects on hypertension through smooth muscle analysis. Methods: 444 diabetic patients underwent prospective evaluation with dialysis and cirrhosis assessment. Results: reduction in adverse events. Conclusion: therapeutic innovation.;synthetic data;cardiovascular|hepatorenal;;3656;synthetic data|cardiovascular|hepatorenal
1126;2974281;Subacute effects of propranolol and B 24/76 on isoproterenol-induced rat heart hypertrophy in correlation with blood pressure.;We compared the potential beta-receptor blocker, B 24/76 i.e. 1-(2,4-dichlorophenoxy)-3[2-3,4-dimethoxyphenyl)ethanolamino]-prop an-2-ol, which is characterized by beta 1-adrenoceptor blocking and beta 2-adrenoceptor stimulating properties with propranolol. The studies were performed using an experimental model of isoproterenol-induced heart hypertrophy in rats. A correlation of the blood pressure was neither found in the development nor in the attempt to suppress the development of heart hypertrophy with the two beta-receptor blockers. Both beta-blockers influenced the development of hypertrophy to a different, but not reproducible extent. It was possible to suppress the increased ornithine decarboxylase activity with both beta-blockers in hypertrophied hearts, but there was no effect on the heart mass. Neither propranolol nor B 24/76 could stop the changes in the characteristic myosin isoenzyme pattern of the hypertrophied rat heart. Thus, the investigations did not provide any evidence that the beta-receptor blockers propranolol and B 24/76 have the potency to prevent isoproterenol from producing heart hypertrophy.;bc5cdr;cardiovascular;;1127;bc5cdr|cardiovascular
1885;1000144;heart and hepatitis: vascular insights;Background: dementia affects cancer patients worldwide, particularly involving atrial fibrillation and arrhythmia. Methods: We conducted a retrospective study to evaluate beta-blockers in 110 patients, examining atrial flutter parameters. Results: significant improvement in primary endpoints. Conclusion: patient care improvement.;synthetic data;cardiovascular;;1886;synthetic data|cardiovascular
2760;1001326;myelopathy pathways in hepatitis;Research question: How does aspirin affect cancer through cerebrovascular mechanisms? Methods: retrospective study with 396 elderly patients, assessing multiple sclerosis and als. Results: positive treatment response. Implications: clinical practice guidelines.;synthetic data;neurological;;2761;synthetic data|neurological
1574;1355091;Orthostatic hypotension occurs following alpha 2-adrenoceptor blockade in chronic prazosin-pretreated conscious spontaneously hypertensive rats.;1. Studies were performed to evaluate whether chronic prazosin treatment alters the alpha 2-adrenoceptor function for orthostatic control of arterial blood pressure in conscious spontaneously hypertensive rats (SHR). 2. Conscious SHR (male 300-350 g) were subjected to 90 degrees head-up tilts for 60 s following acute administration of prazosin (0.1 mg kg-1 i.p.) or rauwolscine (3 mg kg-1 i.v.). Orthostatic hypotension was determined by the average decrease (%) in mean arterial pressure (MAP femoral) over the 60-s tilt period. The basal MAP of conscious SHR was reduced to a similar extent by prazosin (-23%(-)-26% MAP) and rauwolscine (-16%(-)-33% MAP). However, the head-up tilt induced orthostatic hypotension in the SHR treated with prazosin (-16% MAP, n = 6), but not in the SHR treated with rauwolscine (less than +2% MAP, n = 6). 3. Conscious SHR were treated for 4 days with prazosin at 2 mg kg-1 day-1 i.p. for chronic alpha 1-adrenoceptor blockade. MAP in conscious SHR after chronic prazosin treatment was 14% lower than in the untreated SHR (n = 8). Head-up tilts in these rats did not produce orthostatic hypotension when performed either prior to or after acute dosing of prazosin (0.1 mg kg-1 i.p.). Conversely, administration of rauwolscine (3 mg kg-1 i.v.) in chronic prazosin treated SHR decreased the basal MAP by 12-31% (n = 4), and subsequent tilts induced further drops of MAP by 19-23% in these rats. 4. The pressor responses and bradycardia to the alpha 1-agonist cirazoline (0.6 and 2 micrograms kg-1 i.v.), the alpha 2-agonist Abbott-53693 (1 and 3 micrograms kg-1 i.v.), and noradrenaline (0.1 and 1.0 micrograms kg-1 i.v.) were determined in conscious SHR with and without chronic prazosin pretreatment. Both the pressor and bradycardia effects of cirazoline were abolished in chronic prazosin treated SHR (n = 4) as compared to the untreated SHR (n = 4). On the other hand, the pressor effects of Abbott-53693 were similar in both groups of SHR, but the accompanying bradycardia was greater in SHR with chronic prazosin treatment than without such treatment. Furthermore, the bradycardia that accompanied the noradrenaline-induced pressor effect in SHR was similar with and without chronic prazosin treatment despite a 47-71% reduction of the pressor effect in chronic alpha 1-receptor blocked SHR.(ABSTRACT TRUNCATED AT 400 WORDS);bc5cdr;neurological|cardiovascular|hepatorenal;;1575;bc5cdr|neurological|cardiovascular|hepatorenal
3843;1002152;malignant in cancer's hypertension;Study design: longitudinal investigation of statins in hypertension. Participants: 268 diabetic patients with lymphoma and acute lymphoblastic leukemia evaluation. Results: better quality of life measures with adrenal cancer correlation. Conclusion: safety considerations.;synthetic data;oncological;;3844;synthetic data|oncological
871;3101906;Hepatic reactions associated with ketoconazole in the United Kingdom.;"Ketoconazole was introduced in the United Kingdom in 1981. By November 1984 the Committee on Safety of Medicines had received 82 reports of possible hepatotoxicity associated with the drug, including five deaths. An analysis of the 75 cases that had been adequately followed up suggested that 16, including three deaths, were probably related to treatment with the drug. Of the remainder, 48 were possibly related to treatment, five were unlikely to be so, and six were unclassifiable. The mean age of patients in the 16 probable cases was 57.9, with hepatotoxicity being more common in women. The average duration of treatment before the onset of jaundice was 61 days. None of these well validated cases occurred within the first 10 days after treatment. The results of serum liver function tests suggested hepatocellular injury in 10 (63%); the rest showed a mixed pattern. In contrast, the results of histological examination of the liver often showed evidence of cholestasis. The characteristics of the 48 patients in the possible cases were similar. Allergic manifestations such as rash and eosinophilia were rare. Hepatitis was usually reversible when treatment was stopped, with the results of liver function tests returning to normal after an average of 3.1 months. In two of the three deaths probably associated with ketoconazole treatment the drug had been continued after the onset of jaundice and other symptoms of hepatitis. Clinical and biochemical monitoring at regular intervals for evidence of hepatitis is advised during long term treatment with ketoconazole to prevent possible serious hepatic injury.";bc5cdr;neurological|hepatorenal;;872;bc5cdr|neurological|hepatorenal
3004;1001262;albumin pathways in epilepsy;Hypothesis: beta-blockers improves heart disease outcomes via rcc pathways. Methods: prospective trial with 267 elderly patients, measuring renal cyst and ast. Results: favorable safety profile. Conclusion: need for further investigation.;synthetic data;hepatorenal;;3005;synthetic data|hepatorenal
1077;895432;Effects of exercise on the severity of isoproterenol-induced myocardial infarction.;The effect of exercise on the severity of isoproterenol-induced myocardial infarction was studied in male rats. Ninety-three rats were randomly divided into three groups. The exercise-isoproterenol (E-1) and exercise control (EC) groups exercised daily for thirty days on a treadmill at 1 mph, 2% grade while animals of the sedentary-isoproterenol (S-I) group remained sedentary. Eight animals were assigned to the sedentary control (SC) group which remained sedentary throughout the experimental period. Forty-eight hours after the final exercise period, S-I and E-I animals received a single subcutaneous injection of isoproterenol (250 mg/kg body weight). Animals of the S-I group exhibited significantly (Pp less than 0.05) greater mortality from the effects of isoproterenol than animals of the E-I group. Serum CPK activity for E-I animals was significantly (p less than 0.05) greater than for animals in the S-I and EC groups twenty hours following isoproterenol injection. No statistically significant differences were observed between the two isoproterenol treated groups for severity of the induced lesions, changes in heart weight, or heart weight to body weight ratios. The results indicated that exercise reduced the mortality associated with the effects of large dosages of isoproterenol but had little on the severity of the infarction.;bc5cdr;cardiovascular;;1078;bc5cdr|cardiovascular
3161;1001576;cancer and aki: organ interplay;Study design: observational investigation of metformin in dementia. Participants: 149 diabetic patients with nephrotic syndrome and bilirubin evaluation. Results: significant improvement in primary endpoints with end stage renal disease correlation. Conclusion: cost-effectiveness implications.;synthetic data;hepatorenal;;3162;synthetic data|hepatorenal
2704;1001214;neuropathy pathways in heart failure;Research question: How does ACE inhibitors affect hypertension through thalamus mechanisms? Methods: longitudinal study with 212 cardiac patients, assessing dopamine and encephalopathy. Results: significant improvement in primary endpoints. Implications: safety considerations.;synthetic data;neurological;;2705;synthetic data|neurological
2852;1001510;When epinephrine meets atrial fibrillation: a neurological perspective;Background: stroke affects cardiac patients worldwide, particularly involving parkinson disease and cerebral infarction. Methods: We conducted a retrospective study to evaluate metformin in 368 patients, examining hippocampal parameters. Results: positive treatment response. Conclusion: clinical relevance.;synthetic data;neurological;;2853;synthetic data|neurological
2507;1000820;white matter patterns in breast cancer patients;Study design: cross-sectional investigation of statins in hypertension. Participants: 233 cardiac patients with migraine and synapse evaluation. Results: improved patient outcomes with tics correlation. Conclusion: therapeutic innovation.;synthetic data;neurological;;2508;synthetic data|neurological
2942;1001138;Renal clearance in diabetes mellitus;Aim: To investigate ACE inhibitors effects on stroke through hepatorenal syndrome analysis. Methods: 281 cancer patients underwent prospective evaluation with cholelithiasis and urea assessment. Results: enhanced therapeutic response. Conclusion: potential therapeutic benefits.;synthetic data;hepatorenal;;2943;synthetic data|hepatorenal
2202;1000778;cardiomyopathy and hypertension: vascular insights;Background: stroke affects adult population worldwide, particularly involving tachycardia and regurgitation. Methods: We conducted a retrospective study to evaluate aspirin in 463 patients, examining insufficiency parameters. Results: decreased mortality rates. Conclusion: therapeutic innovation.;synthetic data;cardiovascular;;2203;synthetic data|cardiovascular
1249;10985896;Phase 2 trial of liposomal doxorubicin (40 mg/m(2)) in platinum/paclitaxel-refractory ovarian and fallopian tube cancers and primary carcinoma of the peritoneum.;"BACKGROUND: Several studies have demonstrated liposomal doxorubicin (Doxil) to be an active antineoplastic agent in platinum-resistant ovarian cancer, with dose limiting toxicity of the standard dosing regimen (50 mg/m(2) q 4 weeks) being severe erythrodysesthesia (""hand-foot syndrome"") and stomatitis. We wished to develop a more tolerable liposomal doxorubicin treatment regimen and document its level of activity in a well-defined patient population with platinum/paclitaxel-refractory disease. METHODS AND MATERIALS: Patients with ovarian or fallopian tube cancers or primary peritoneal carcinoma with platinum/paclitaxel-refractory disease (stable or progressive disease following treatment with these agents or previous objective response <3 months in duration) were treated with liposomal doxorubicin at a dose of 40 mg/m(2) q 4 weeks. RESULTS: A total of 49 patients (median age: 60; range 41-81) entered this phase 2 trial. The median number of prior regimens was 2 (range: 1-6). Six (12%) and 4 (8%) patients experienced grade 2 hand-foot syndrome and stomatitis, respectively (no episodes of grade 3). One patient developed grade 3 diarrhea requiring hospitalization for hydration. Six (12%) individuals required dose reductions. The median number of courses of liposomal doxorubicin administered on this protocol was 2 (range: 1-12). Four of 44 patients (9%) evaluable for response exhibited objective and subjective evidence of an antineoplastic effect of therapy. CONCLUSION: This modified liposomal doxorubicin regimen results in less toxicity (stomatitis, hand-foot syndrome) than the standard FDA-approved dose schedule. Definite, although limited, antineoplastic activity is observed in patients with well-defined platinum- and paclitaxel-refractory ovarian cancer.";bc5cdr;oncological;;1250;bc5cdr|oncological
3867;1002072;ckd patterns in liver cirrhosis patients;Aim: To investigate statins effects on stroke through wilms tumor analysis. Methods: 372 cancer patients underwent observational evaluation with steatosis and alt assessment. Results: reduction in adverse events. Conclusion: clinical relevance.;synthetic data;neurological|hepatorenal;;3868;synthetic data|neurological|hepatorenal
3528;1001910;When bundle branch block meets hypertension: a neurological perspective;Hypothesis: aspirin improves diabetes outcomes via ventricle pathways. Methods: cross-sectional trial with 84 diabetic patients, measuring pericardium and hypertensive. Results: improved patient outcomes. Conclusion: clinical relevance.;synthetic data;neurological|cardiovascular;;3529;synthetic data|neurological|cardiovascular
2998;1001250;dialysis pathways in breast cancer;Hypothesis: ACE inhibitors improves heart disease outcomes via albumin pathways. Methods: cross-sectional trial with 192 diabetic patients, measuring hepatic and ckd. Results: decreased mortality rates. Conclusion: clinical relevance.;synthetic data;hepatorenal;;2999;synthetic data|hepatorenal
2347;1001068;cancer and pulmonary valve: cardiac connections;Hypothesis: statins improves hypertension outcomes via myocardial pathways. Methods: cross-sectional trial with 148 cancer patients, measuring pacemaker and tachycardia. Results: better quality of life measures. Conclusion: safety considerations.;synthetic data;cardiovascular;;2348;synthetic data|cardiovascular
3971;1002192;acute lymphoblastic leukemia pathways in prostate cancer;Research question: How does statins affect hypertension through carcinogen mechanisms? Methods: longitudinal study with 465 cancer patients, assessing malignant and carcinogenesis. Results: significant improvement in primary endpoints. Implications: patient care improvement.;synthetic data;hepatorenal|oncological;;3972;synthetic data|hepatorenal|oncological
3345;1001544;leukemia and craniopharyngioma: exploring neural pathways;Study design: retrospective investigation of aspirin in stroke. Participants: 435 elderly patients with tachycardia and substantia nigra evaluation. Results: superior clinical efficacy with glutamate correlation. Conclusion: treatment optimization.;synthetic data;neurological|cardiovascular;;3346;synthetic data|neurological|cardiovascular
3974;1002198;Novel insights into cardiomyopathy and nephron;Research question: How does aspirin affect cancer through hepatorenal syndrome mechanisms? Methods: prospective study with 249 diabetic patients, assessing pyelonephritis and breast cancer. Results: superior clinical efficacy. Implications: clinical relevance.;synthetic data;hepatorenal|oncological;;3975;synthetic data|hepatorenal|oncological
2247;1000868;septum and atrial fibrillation: vascular insights;Hypothesis: beta-blockers improves heart disease outcomes via coronary artery disease pathways. Methods: observational trial with 460 diabetic patients, measuring arterial and diastolic. Results: better quality of life measures. Conclusion: clinical relevance.;synthetic data;cardiovascular;;2248;synthetic data|cardiovascular
4017;1002214;testicular cancer and dementia: vascular insights;Purpose: This prospective study examined aspirin for cancer in diabetic patients. The investigation included analysis of septum, insufficiency, and tricuspid valve. Methods: 400 participants were included. Results: improved disease management. Implications: patient care improvement.;synthetic data;cardiovascular|oncological;;4018;synthetic data|cardiovascular|oncological
1258;11395263;Cardioprotective effects of Picrorrhiza kurroa against isoproterenol-induced myocardial stress in rats.;The cardioprotective effect of the ethanol extract of Picrorrhiza kurroa rhizomes and roots (PK) on isoproterenol-induced myocardial infarction in rats with respect to lipid metabolism in serum and heart tissue has been investigated. Oral pre-treatment with PK (80 mg kg(-1) day(-1) for 15 days) significantly prevented the isoproterenol-induced myocardial infarction and maintained the rats at near normal status.;bc5cdr;cardiovascular;;1259;bc5cdr|cardiovascular
3758;1001982;Tumor biology in hypertension;Aim: To investigate ACE inhibitors effects on hypertension through bone cancer analysis. Methods: 351 cancer patients underwent longitudinal evaluation with chronic lymphocytic leukemia and breast cancer assessment. Results: enhanced therapeutic response. Conclusion: healthcare advancement.;synthetic data;oncological;;3759;synthetic data|oncological
3770;1002006;Oncological frontiers: dementia;Background: diabetes affects elderly patients worldwide, particularly involving lymphoma and tumor. Methods: We conducted a longitudinal study to evaluate aspirin in 424 patients, examining multiple myeloma parameters. Results: improved patient outcomes. Conclusion: clinical relevance.;synthetic data;oncological;;3771;synthetic data|oncological
2946;1001146;cancer through hepatorenal lens;Aim: To investigate statins effects on diabetes through renal cell carcinoma analysis. Methods: 282 adult population underwent randomized controlled evaluation with nonalcoholic steatohepatitis and chronic kidney disease assessment. Results: improved disease management. Conclusion: therapeutic innovation.;synthetic data;hepatorenal;;2947;synthetic data|hepatorenal
3159;1001572;lymphoma and renal cell carcinoma: organ interplay;Hypothesis: aspirin improves hypertension outcomes via blood urea nitrogen pathways. Methods: longitudinal trial with 449 diabetic patients, measuring interstitial nephritis and urea. Results: better quality of life measures. Conclusion: treatment optimization.;synthetic data;hepatorenal;;3160;synthetic data|hepatorenal
592;16574712;MDMA polydrug users show process-specific central executive impairments coupled with impaired social and emotional judgement processes.;"In recent years working memory deficits have been reported in users of MDMA (3,4-methylenedioxymethamphetamine, ecstasy). The current study aimed to assess the impact of MDMA use on three separate central executive processes (set shifting, inhibition and memory updating) and also on ""prefrontal"" mediated social and emotional judgement processes. Fifteen polydrug ecstasy users and 15 polydrug non-ecstasy user controls completed a general drug use questionnaire, the Brixton Spatial Anticipation task (set shifting), Backward Digit Span procedure (memory updating), Inhibition of Return (inhibition), an emotional intelligence scale, the Tromso Social Intelligence Scale and the Dysexecutive Questionnaire (DEX). Compared with MDMA-free polydrug controls, MDMA polydrug users showed impairments in set shifting and memory updating, and also in social and emotional judgement processes. The latter two deficits remained significant after controlling for other drug use. These data lend further support to the proposal that cognitive processes mediated by the prefrontal cortex may be impaired by recreational ecstasy use.";bc5cdr;neurological;;593;bc5cdr|neurological
3155;1001564;bile duct pathways in cardiomyopathy;Research question: How does ACE inhibitors affect stroke through liver mechanisms? Methods: retrospective study with 84 adult population, assessing glomerulus and kidney. Results: better quality of life measures. Implications: need for further investigation.;synthetic data;hepatorenal;;3156;synthetic data|hepatorenal
941;11250767;Propylthiouracil-induced perinuclear-staining antineutrophil cytoplasmic autoantibody-positive vasculitis in conjunction with pericarditis.;OBJECTIVE: To describe a case of propylthiouracil-induced vasculitis manifesting with pericarditis. METHODS: We present the first case report of a woman with hyperthyroidism treated with propylthiouracil in whom a syndrome of pericarditis, fever, and glomerulonephritis developed. Serologic testing and immunologic studies were done, and a pericardial biopsy was performed. RESULTS: A 25-year-old woman with Graves' disease had a febrile illness and evidence of pericarditis, which was confirmed by biopsy. Serologic evaluation revealed the presence of perinuclear-staining antineutrophil cytoplasmic autoantibodies (pANCA) against myeloperoxidase (MPO). Propylthiouracil therapy was withdrawn, and she was treated with a 1-month course of prednisone, which alleviated her symptoms. A literature review revealed no prior reports of pericarditis in anti-MPO pANCA-positive vasculitis associated with propylthio- uracil therapy. CONCLUSION: Pericarditis may be the initial manifestation of drug-induced vasculitis attributable to propylthio- uracil therapy.;bc5cdr;neurological;;942;bc5cdr|neurological
1878;1000130;endothelium and peripheral artery disease: vascular insights;Objective: To assess the efficacy of ACE inhibitors in dementia, with focus on capillary and smooth muscle. Methods: 190 elderly patients were randomized to receive ACE inhibitors or placebo, with heart valve monitoring. Results: improved patient outcomes. Conclusion: treatment optimization.;synthetic data;cardiovascular;;1879;synthetic data|cardiovascular
3999;1002248;hormone therapy pathways in cardiomyopathy;Hypothesis: metformin improves heart disease outcomes via ast pathways. Methods: observational trial with 311 adult population, measuring liver cancer and hepatorenal syndrome. Results: favorable safety profile. Conclusion: safety considerations.;synthetic data;hepatorenal|oncological;;4000;synthetic data|hepatorenal|oncological
3036;1001326;steatosis pathways in stroke;Hypothesis: metformin improves cancer outcomes via hepatorenal syndrome pathways. Methods: cross-sectional trial with 416 cardiac patients, measuring hepatoma and steatosis. Results: decreased mortality rates. Conclusion: clinical relevance.;synthetic data;hepatorenal;;3037;synthetic data|hepatorenal
2117;1000608;hypertension and peripheral artery disease: vascular insights;Research question: How does aspirin affect heart disease through ventricle mechanisms? Methods: retrospective study with 113 adult population, assessing blood vessel and thrombosis. Results: superior clinical efficacy. Implications: therapeutic innovation.;synthetic data;cardiovascular;;2118;synthetic data|cardiovascular
957;12523465;Visual hallucinations associated with zonisamide.;Zonisamide is a broad-spectrum antiepileptic drug used to treat various types of seizures. Although visual hallucinations have not been reported as an adverse effect of this agent, we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased. All three had been diagnosed earlier with epilepsy, and their electroencephalogram (EEG) findings were abnormal. During monitoring, visual hallucinations did not correlate with EEG readings, nor did video recording capture any of the described events. None of the patients had experienced visual hallucinations before this event. The only recent change in their treatment was the introduction or increased dosage of zonisamide. With either discontinuation or decreased dosage of the drug the symptoms disappeared and did not recur. Further observations and reports will help clarify this adverse effect. Until then, clinicians need to be aware of this possible complication associated with zonisamide.;bc5cdr;neurological;;958;bc5cdr|neurological
4107;1002328;epilepsy and palsy: exploring neural pathways;Purpose: This retrospective study examined beta-blockers for hypertension in cardiac patients. The investigation included analysis of neurofibroma, chorea, and chemotherapy. Methods: 417 participants were included. Results: positive treatment response. Implications: need for further investigation.;synthetic data;neurological|oncological;;4108;synthetic data|neurological|oncological
3653;1001938;cardiomyopathy and esrd: cardiac connections;Aim: To investigate aspirin effects on heart disease through hypertensive analysis. Methods: 485 cancer patients underwent prospective evaluation with cardiac and regurgitation assessment. Results: improved patient outcomes. Conclusion: clinical practice guidelines.;synthetic data;cardiovascular|hepatorenal;;3654;synthetic data|cardiovascular|hepatorenal
