pmid;title;abstract;source;group;Manual
2974281;Subacute effects of propranolol and B 24/76 on isoproterenol-induced rat heart hypertrophy in correlation with blood pressure.;We compared the potential beta-receptor blocker, B 24/76 i.e. 1-(2,4-dichlorophenoxy)-3[2-3,4-dimethoxyphenyl)ethanolamino]-prop an-2-ol, which is characterized by beta 1-adrenoceptor blocking and beta 2-adrenoceptor stimulating properties with propranolol. The studies were performed using an experimental model of isoproterenol-induced heart hypertrophy in rats. A correlation of the blood pressure was neither found in the development nor in the attempt to suppress the development of heart hypertrophy with the two beta-receptor blockers. Both beta-blockers influenced the development of hypertrophy to a different, but not reproducible extent. It was possible to suppress the increased ornithine decarboxylase activity with both beta-blockers in hypertrophied hearts, but there was no effect on the heart mass. Neither propranolol nor B 24/76 could stop the changes in the characteristic myosin isoenzyme pattern of the hypertrophied rat heart. Thus, the investigations did not provide any evidence that the beta-receptor blockers propranolol and B 24/76 have the potency to prevent isoproterenol from producing heart hypertrophy.;bc5cdr;cardiovascular;
3074291;Comparison of the effect of oxitropium bromide and of slow-release theophylline on nocturnal asthma.;The effects of a new inhaled antimuscarinic drug, oxitropium bromide, and of a slow-release theophylline preparation upon nocturnal asthma were compared in a placebo-controlled double-blind study. Two samples were studied: 12 patients received oxitropium at 600 micrograms (6 subjects) or at 400 micrograms t.i.d. (6 subjects) whereas 11 received theophylline at 300 mg b.i.d. Morning dipping, assessed by the fall in peak flow overnight, was significantly reduced in the periods when either active drug was taken, whereas no difference was noticed during the placebo administration. No significant difference was noticed between results obtained with either active drug, as well as with either dosage of oxitropium. No subject reported side effects of oxitropium, as compared to three subjects reporting nausea, vomiting and tremors after theophylline. Oxitropium proves to be a valuable alternative to theophylline in nocturnal asthma, since it is equally potent, safer and does not require the titration of dosage.;bc5cdr;neurological;
3084231;Reversible valproic acid-induced dementia: a case report.;"Reversible valproic acid-induced dementia was documented in a 21-year-old man with epilepsy who had a 3-year history of insidious progressive decline in global cognitive abilities documented by serial neuropsychological studies. Repeat neuropsychological testing 7 weeks after discontinuation of the drug revealed dramatic improvement in IQ, memory, naming, and other tasks commensurate with clinical recovery in his intellectual capacity. Possible pathophysiological mechanisms which may have been operative in this case include: a direct central nervous system (CNS) toxic effect of valproic acid; a paradoxical epileptogenic effect secondary to the drug; and an indirect CNS toxic effect mediated through valproic acid-induced hyperammonemia.";bc5cdr;neurological;
3109094;Electron microscopic investigations of the cyclophosphamide-induced lesions of the urinary bladder of the rat and their prevention by mesna.;Fully developed cyclophosphamide-induced cystitis is characterized by nearly complete detachment of the urothelium, severe submucosal edema owing to damage to the microvascular bed and focal muscle necroses. The initial response to the primary attack by the cyclophosphamide metabolites seems to be fragmentation of the luminal membrane. This damages the cellular barrier against the hypertonic urine. Subsequent breaks in the lateral cell membranes of the superficial cells and in all the plasma membranes of the intermediate and basal cells, intercellular and intracellular edema and disintegration of the desmosomes and hemidesmosomes lead to progressive degeneration and detachment of the epithelial cells with exposure and splitting of the basal membrane. The morphological changes of the endothelial cells, which become more pronounced in the later stages of the experiment, the involvement of blood vessels regardless of their diameter and the location-dependent extent of the damage indicate a direct type of damage which is preceded by a mediator-induced increase in permeability, the morphological correlate of which is the formation of gaps in the interendothelial cell connections on the venules. These changes can be effectively prevented by mesna. The only sign of a possible involvement is the increase in the number of specific granules with a presumed lysosomal function in the superficial cells.;bc5cdr;neurological;
3125850;Increase in intragastric pressure during suxamethonium-induced muscle fasciculations in children: inhibition by alfentanil.;"Changes in intragastric pressure after the administration of suxamethonium 1.5 mg kg-1 i.v. were studied in 32 children (mean age 6.9 yr) pretreated with either physiological saline or alfentanil 50 micrograms kg-1. Anaesthesia was induced with thiopentone 5 mg kg-1. The incidence and intensity of muscle fasciculations caused by suxamethonium were significantly greater in the control than in the alfentanil group. The intragastric pressure during muscle fasciculations was significantly higher in the control group (16 +/- 0.7 (SEM) cm H2O) than in the alfentanil group (7.7 +/- 1.5 (SEM) cm H2O). The increase in intragastric pressure was directly related to the intensity of muscle fasciculations (regression line: y = 0.5 + 4.78x with r of 0.78). It is concluded that intragastric pressure increases significantly during muscle fasciculations caused by suxamethonium in healthy children. Alfentanil 50 micrograms kg-1 effectively inhibits the incidence and intensity of suxamethonium-induced muscle fasciculations; moreover, intragastric pressure remains at its control value.";bc5cdr;neurological;
3155884;Acute insulin treatment normalizes the resistance to the cardiotoxic effect of isoproterenol in streptozotocin diabetic rats. A morphometric study of isoproterenol induced myocardial fibrosis.;The acute effect of insulin treatment on the earlier reported protective effect of streptozotocin diabetes against the cardiotoxic effect of high doses of isoproterenol (ISO) was investigated in rats. Thirty to 135 min after the injection of crystalline insulin, ISO was given subcutaneously and when ISO induced fibrosis in the myocardium was morphometrically analyzed 7 days later, a highly significant correlation (r = 0.83, 2 p = 0.006) to the slope of the fall in blood glucose after insulin treatment appeared. The myocardial content of catecholamines was estimated in these 8 day diabetic rats. The norepinephrine content was significantly increased while epinephrine remained unchanged. An enhanced sympathetic nervous system activity with a consequent down regulation of the myocardial beta-adrenergic receptors could, therefore, explain this catecholamine resistance. The rapid reversion after insulin treatment excludes the possibility that streptozotocin in itself causes the ISO resistance and points towards a direct insulin effect on myocardial catecholamine sensitivity in diabetic rats. The phenomenon described might elucidate pathogenetic mechanisms behind toxic myocardial cell degeneration and may possibly have relevance for acute cardiovascular complications in diabetic patients.;bc5cdr;neurological|cardiovascular;
3191389;Differential effects of non-steroidal anti-inflammatory drugs on seizures produced by pilocarpine in rats.;The muscarinic cholinergic agonist pilocarpine induces in rats seizures and status epilepticus followed by widespread damage to the forebrain. The present study was designed to investigate the effect of 5 non-steroidal anti-inflammatory drugs, sodium salicylate, phenylbutazone, indomethacin, ibuprofen and mefenamic acid, on seizures produced by pilocarpine. Pretreatment of rats with sodium salicylate, ED50 103 mg/kg (60-174), and phenylbutazone, 59 mg/kg (50-70) converted the non-convulsant dose of pilocarpine, 200 mg/kg, to a convulsant one. Indomethacin, 1-10 mg/kg, and ibuprofen, 10-100 mg/kg, failed to modulate seizures produced by pilocarpine. Mefenamic acid, 26 (22-30) mg/kg, prevented seizures and protected rats from seizure-related brain damage induced by pilocarpine, 380 mg/kg. These results indicate that non-steroidal anti-inflammatory drugs differentially modulate the threshold for pilocarpine-induced seizures.;bc5cdr;neurological;
3289726;Acute neurologic dysfunction after high-dose etoposide therapy for malignant glioma.;Etoposide (VP-16-213) has been used in the treatment of many solid tumors and hematologic malignancies. When used in high doses and in conjunction with autologous bone marrow transplantation, this agent has activity against several treatment-resistant cancers including malignant glioma. In six of eight patients (75%) who we treated for recurrent or resistant glioma, sudden severe neurologic deterioration occurred. This developed a median of 9 days after initiation of high-dose etoposide therapy. Significant clinical manifestations have included confusion, papilledema, somnolence, exacerbation of motor deficits, and sharp increase in seizure activity. These abnormalities resolved rapidly after initiation of high-dose intravenous dexamethasone therapy. In all patients, computerized tomographic (CT) brain scans demonstrated stability in tumor size and peritumor edema when compared with pretransplant scans. This complication appears to represent a significant new toxicity of high-dose etoposide therapy for malignant glioma.;bc5cdr;neurological|oncological;
3297909;Progressive bile duct injury after thiabendazole administration.;"A 27-yr-old man developed jaundice 2 wk after exposure to thiabendazole. Cholestasis persisted for 3 yr, at which time a liver transplant was performed. Two liver biopsy specimens and the hepatectomy specimen were remarkable for almost complete disappearance of interlobular bile ducts. Prominent fibrosis and hepatocellular regeneration were also present; however, the lobular architecture was preserved. This case represents an example of ""idiosyncratic"" drug-induced liver damage in which the primary target of injury is the bile duct. An autoimmune pathogenesis of the bile duct destruction is suggested.";bc5cdr;hepatorenal;
3323259;Differential effects of 1,4-dihydropyridine calcium channel blockers: therapeutic implications.;Increasing recognition of the importance of calcium in the pathogenesis of cardiovascular disease has stimulated research into the use of calcium channel blocking agents for treatment of a variety of cardiovascular diseases. The favorable efficacy and tolerability profiles of these agents make them attractive therapeutic modalities. Clinical applications of calcium channel blockers parallel their tissue selectivity. In contrast to verapamil and diltiazem, which are roughly equipotent in their actions on the heart and vascular smooth muscle, the dihydropyridine calcium channel blockers are a group of potent peripheral vasodilator agents that exert minimal electrophysiologic effects on cardiac nodal or conduction tissue. As the first dihydropyridine available for use in the United States, nifedipine controls angina and hypertension with minimal depression of cardiac function. Additional members of this group of calcium channel blockers have been studied for a variety of indications for which they may offer advantages over current therapy. Once or twice daily dosage possible with nitrendipine and nisoldipine offers a convenient administration schedule, which encourages patient compliance in long-term therapy of hypertension. The coronary vasodilating properties of nisoldipine have led to the investigation of this agent for use in angina. Selectivity for the cerebrovascular bed makes nimodipine potentially useful in the treatment of subarachnoid hemorrhage, migraine headache, dementia, and stroke. In general, the dihydropyridine calcium channel blockers are usually well tolerated, with headache, facial flushing, palpitations, edema, nausea, anorexia, and dizziness being the more common adverse effects.;bc5cdr;neurological|cardiovascular;
3323599;The enhancement of aminonucleoside nephrosis by the co-administration of protamine.;An experimental model of focal segmental glomerular sclerosis (FSGS) was developed in rats by the combined administration of puromycin-aminonucleoside (AMNS) and protamine sulfate (PS). Male Sprague-Dawley rats, uninephrectomized three weeks before, received daily injections of subcutaneous AMNS (1 mg/100 g body wt) and intravenous PS (2 separated doses of 2.5 mg/100 g body wt) for four days. The series of injections were repeated another three times at 10 day intervals. The animals were sacrificed on days 24, 52, and 80. They developed nephrotic syndrome and finally renal failure. The time-course curve of creatinine clearance dropped and showed significant difference (P less than 0.01) from that of each control group, such as, AMNS alone, PS alone or saline injected. Their glomeruli showed changes of progressive FSGS. The ultrastructural studies in the initial stage revealed significant lack of particles of perfused ruthenium red on the lamina rara externa and marked changes in epithelial cell cytoplasm. Therefore, it is suggested that the administration of PS enhances the toxicity of AMNS on the glomerulus and readily produces progressive FSGS in rats resulting in the end-stage renal disease.;bc5cdr;hepatorenal;
3339945;Theophylline neurotoxicity in pregnant rats.;The purpose of this investigation was to determine whether the neurotoxicity of theophylline is altered in advanced pregnancy. Sprague-Dawley rats that were 20 days pregnant and nonpregnant rats of the same age and strain received infusions of aminophylline until onset of maximal seizures which occurred after 28 and 30 minutes respectively. Theophylline concentrations at this endpoint in serum (total) and CSF were similar but serum (free) and brain concentrations were slightly different in pregnant rats. Theophylline serum protein binding determined by equilibrium dialysis was lower in pregnant rats. Fetal serum concentrations at onset of seizures in the mother were similar to maternal brain and CSF concentrations and correlated significantly with the former. It is concluded that advanced pregnancy has a negligible effect on the neurotoxic response to theophylline in rats.;bc5cdr;neurological;
3375885;Hyperkalemia induced by indomethacin and naproxen and reversed by fludrocortisone.;We have described a patient with severe rheumatoid arthritis and a history of mefenamic acid nephropathy in whom hyperkalemia and inappropriate hypoaldosteronism were caused by both indomethacin and naproxen, without major decline in renal function. It is likely that preexisting renal disease predisposed this patient to type IV renal tubular acidosis with prostaglandin synthetase inhibitors. Because he was unable to discontinue nonsteroidal anti-inflammatory drug therapy, fludrocortisone was added, correcting the hyperkalemia and allowing indomethacin therapy to be continued safely.;bc5cdr;hepatorenal;
3383127;Hypotension as a manifestation of cardiotoxicity in three patients receiving cisplatin and 5-fluorouracil.;Cardiac symptoms, including hypotension, developed in three patients with advanced colorectal carcinoma while being treated with cisplatin (CDDP) and 5-fluorouracil (5-FU). In two patients, hypotension was associated with severe left ventricular dysfunction. All three patients required therapy discontinuation. Cardiac enzymes remained normal despite transient electrocardiographic (EKG) changes. The presentation and cardiac evaluation (hemodynamic, echocardiographic, and scintigraphic) of these patients suggest new manifestations of 5-FU cardiotoxicity that may be influenced by CDDP. The possible pathophysiologic mechanisms are discussed.;bc5cdr;neurological|cardiovascular|oncological;
3423103;Participation of a bulbospinal serotonergic pathway in the rat brain in clonidine-induced hypotension and bradycardia.;The effects of microinjection of clonidine (1-10 micrograms in 1 microliter) into a region adjacent to the ventrolateral surface of the medulla oblongata on cardiovascular function were assessed in urethane-anesthetized rats. Intramedullary administration of clonidine, but not saline vehicle, caused a dose-dependent decrease in both the mean arterial pressure and the heart rate. The clonidine-induced hypotension was antagonized by prior spinal transection, but not bilateral vagotomy. On the other hand, the clonidine-induced bradycardia was antagonized by prior bilateral vagotomy, but not spinal transection. Furthermore, selective destruction of the spinal 5-HT nerves, produced by bilateral spinal injection of 5,7-dihydroxytryptamine, reduced the magnitude of the vasodepressor or the bradycardiac responses to clonidine microinjected into the area near the ventrolateral surface of the medulla oblongata in rats. The data indicate that a bulbospinal serotonergic pathway is involved in development of clonidine-induced hypotension and bradycardia. The induced hypotension is brought about by a decrease in sympathetic efferent activity, whereas the induced bradycardia was due to an increase in vagal efferent activity.;bc5cdr;neurological|cardiovascular;
3439580;Hypertension in neuroblastoma induced by imipramine.;Hypertension is a well-known finding in some patients with neuroblastoma. However, it has not previously been described in association with the use of Imipramine. We report the occurrence of severe hypertension (blood pressure 190/160) in a 4-year-old girl with neuroblastoma who was given Imipramine to control a behavior disorder. It was determined later that this patient's tumor was recurring at the time of her hypertensive episode. Since she had no blood pressure elevation at initial diagnosis and none following discontinuation of the Imipramine (when she was in florid relapse), we believe that this drug rather than her underlying disease alone caused her hypertension. The mechanism for this reaction is believed to be increased levels of vasoactive catecholamines due to interference of their physiologic inactivation by Imipramine. From this experience, we urge extreme caution in the use of tricyclic antidepressants in children with active neuroblastoma.;bc5cdr;neurological|cardiovascular|oncological;
3533179;Cyclophosphamide cardiotoxicity: an analysis of dosing as a risk factor.;"Patients who undergo bone marrow transplantation are generally immunosuppressed with a dose of cyclophosphamide (CYA) which is usually calculated based on the patient's weight. At these high doses of CYA, serious cardiotoxicity may occur, but definitive risk factors for the development of such cardiotoxicity have not been described. Since chemotherapeutic agent toxicity generally correlates with dose per body surface area, we retrospectively calculated the dose of CYA in patients transplanted at our institution to determine whether the incidence of CYA cardiotoxicity correlated with the dose per body surface area. Eighty patients who were to receive CYA 50 mg/kg/d for four days as preparation for marrow grafting underwent a total of 84 transplants for aplastic anemia, Wiskott-Aldrich syndrome, or severe combined immunodeficiency syndrome. Fourteen of 84 (17%) patients had symptoms and signs consistent with CYA cardiotoxicity within ten days of receiving 1 to 4 doses of CYA. Six of the 14 patients died with congestive heart failure. The dose of CYA per body surface area was calculated for all patients and the patients were divided into two groups based on daily CYA dose: Group 1, CYA less than or equal to 1.55 g/m2/d; Group 2, CYA greater than 1.55 g/m2/d. Cardiotoxicity that was thought to be related to CYA occurred in 1/32 (3%) of patients in Group 1 and in 13/52 (25%) patients in Group 2 (P less than 0.025). Congestive heart failure caused or contributed to death in 0/32 patients in Group 1 v 6/52 (12%) of patients in Group 2 (P less than 0.25). There was no difference in the rate of engraftment of evaluable patients in the two groups (P greater than 0.5). We conclude that the CYA cardiotoxicity correlates with CYA dosage as calculated by body surface area, and that patients with aplastic anemia and immunodeficiencies can be effectively prepared for bone marrow grafting at a CYA dose of 1.55 g/m2/d for four days with a lower incidence of cardiotoxicity than patients whose CYA dosage is calculated based on weight. This study reaffirms the principle that drug toxicity correlates with dose per body surface area.";bc5cdr;neurological|cardiovascular;
3538855;Studies of risk factors for aminoglycoside nephrotoxicity.;The epidemiology of aminoglycoside-induced nephrotoxicity is not fully understood. Experimental studies in healthy human volunteers indicate aminoglycosides cause proximal tubular damage in most patients, but rarely, if ever, cause glomerular or tubular dysfunction. Clinical trials of aminoglycosides in seriously ill patients indicate that the relative risk for developing acute renal failure during therapy ranges from 8 to 10 and that the attributable risk is 70% to 80%. Further analysis of these data suggests that the duration of therapy, plasma aminoglycoside levels, liver disease, advanced age, high initial estimated creatinine clearance and, possibly, female gender all increase the risk for nephrotoxicity. Other causes of acute renal failure, such as shock, appear to have an additive effect. Predictive models have been developed from these analyses that should be useful for identifying patients at high risk. These models may also be useful in developing insights into the pathophysiology of aminoglycoside-induced nephrotoxicity.;bc5cdr;hepatorenal;
3685052;Flurothyl seizure thresholds in mice treated neonatally with a single injection of monosodium glutamate (MSG): evaluation of experimental parameters in flurothyl seizure testing.;"Monosodium glutamate (MSG) administration to neonatal rodents produces convulsions and results in numerous biochemical and behavioral deficits. These studies were undertaken to determine if neonatal administration of MSG produced permanent alterations in seizure susceptibility, since previous investigations were inconclusive. A flurothyl ether seizure screening technique was used to evaluate seizure susceptibility in adult mice that received neonatal injections of MSG (4 mg/g and 1 mg/g). MSG treatment resulted in significant reductions in whole brain weight but did not alter seizure threshold. A naloxone (5 mg/kg) challenge was also ineffective in altering the seizure thresholds of either control of MSG-treated mice. Flurothyl ether produced hypothermia which was correlated with the duration of flurothyl exposure; however, the relationship of hypothermia to seizure induction was unclear. Flurothyl seizure testing proved to be a rapid and reliable technique with which to evaluate seizure susceptibility.";bc5cdr;neurological;
3708328;Susceptibility to seizures produced by pilocarpine in rats after microinjection of isoniazid or gamma-vinyl-GABA into the substantia nigra.;Pilocarpine, given intraperitoneally to rats, reproduces the neuropathological sequelae of temporal lobe epilepsy and provides a relevant animal model for studying mechanisms of buildup of convulsive activity and pathways operative in the generalization and propagation of seizures within the forebrain. In the present study, the effects of manipulating the activity of the gamma-aminobutyric acid (GABA)-mediated synaptic inhibition within the substantia nigra on seizures produced by pilocarpine in rats, were investigated. In animals pretreated with microinjections of isoniazid, 150 micrograms, an inhibitor of activity of the GABA-synthesizing enzyme, L-glutamic acid decarboxylase, into the substantia nigra pars reticulata (SNR), bilaterally, non-convulsant doses of pilocarpine, 100 and 200 mg/kg, resulted in severe motor limbic seizures and status epilepticus. Electroencephalographic and behavioral monitoring revealed a profound reduction of the threshold for pilocarpine-induced convulsions. Morphological analysis of frontal forebrain sections with light microscopy revealed seizure-related damage to the hippocampal formation, thalamus, amygdala, olfactory cortex, substantia nigra and neocortex, which is typically observed with pilocarpine in doses exceeding 350 mg/kg. Bilateral intrastriatal injections of isoniazid did not augment seizures produced by pilocarpine, 200 mg/kg. Application of an irreversible inhibitor of GABA transaminase, gamma-vinyl-GABA (D,L-4-amino-hex-5-enoic acid), 5 micrograms, into the SNR, bilaterally, suppressed the appearance of electrographic and behavioral seizures produced by pilocarpine, 380 mg/kg. This treatment was also sufficient to protect animals from the occurrence of brain damage. Microinjections of gamma-vinyl-GABA, 5 micrograms, into the dorsal striatum, bilaterally, failed to prevent the development of convulsions produced by pilocarpine, 380 mg/kg. The results demonstrate that the threshold for pilocarpine-induced seizures in rats is subjected to the regulation of the GABA-mediated synaptic inhibition within the substantia nigra.;bc5cdr;neurological|hepatorenal;
3746148;Non-invasive detection of coronary artery disease by body surface electrocardiographic mapping after dipyridamole infusion.;"Electrocardiographic changes after dipyridamole infusion (0.568 mg/kg/4 min) were studied in 41 patients with coronary artery disease and compared with those after submaximal treadmill exercise by use of the body surface mapping technique. Patients were divided into three groups; 19 patients without myocardial infarction (non-MI group), 14 with anterior infarction (ANT-MI) and eight with inferior infarction (INF-MI). Eighty-seven unipolar electrocardiograms (ECGs) distributed over the entire thoracic surface were simultaneously recorded. After dipyridamole, ischemic ST-segment depression (0.05 mV or more) was observed in 84% of the non-MI group, 29% of the ANT-MI group, 63% of the INF-MI group and 61% of the total population. Exercise-induced ST depression was observed in 84% of the non-MI group, 43% of the ANT-MI group, 38% of the INF-MI group and 61% of the total. For individual patients, there were no obvious differences between the body surface distribution of ST depression in both tests. The increase in pressure rate product after dipyridamole was significantly less than that during the treadmill exercise. The data suggest that the dipyridamole-induced myocardial ischemia is caused by the inhomogenous distribution of myocardial blood flow. We conclude that the dipyridamole ECG test is as useful as the exercise ECG test for the assessment of coronary artery disease.";bc5cdr;neurological|cardiovascular;
3798047;Bradycardia after high-dose intravenous methylprednisolone therapy.;In 5 consecutive patients with rheumatoid arthritis who received intravenous high-dose methylprednisolone (MP) therapy (1 g daily for 2 or 3 consecutive days), a decline in pulse rate was observed, most pronounced on day 4. In one of the 5 patients the bradycardia was associated with complaints of substernal pressure. Reversal to normal heart rate was found on day 7. Electrocardiographic registrations showed sinus bradycardia in all cases. No significant changes in plasma concentrations of electrolytes were found. Careful observation of patients receiving high-dose MP is recommended. High-dose MP may be contraindicated in patients with known heart disease.;bc5cdr;cardiovascular;
3812624;Two cases of downbeat nystagmus and oscillopsia associated with carbamazepine.;Downbeat nystagmus is often associated with structural lesions at the craniocervical junction, but has occasionally been reported as a manifestation of metabolic imbalance or drug intoxication. We recorded the eye movements of two patients with reversible downbeat nystagmus related to carbamazepine therapy. The nystagmus of both patients resolved after reduction of the serum carbamazepine levels. Neuroradiologic investigations including magnetic resonance imaging scans in both patients showed no evidence of intracranial abnormality. In patients with downbeat nystagmus who are taking anticonvulsant medications, consideration should be given to reduction in dose before further investigation is undertaken.;bc5cdr;neurological;
3831029;Improvement by denopamine (TA-064) of pentobarbital-induced cardiac failure in the dog heart-lung preparation.;"The efficacy of denopamine, an orally active beta 1-adrenoceptor agonist, in improving cardiac failure was assessed in dog heart-lung preparations. Cardiac functions depressed by pentobarbital (118 +/- 28 mg; mean value +/- SD) such that cardiac output and maximum rate of rise of left ventricular pressure (LV dP/dt max) had been reduced by about 35% and 26% of the respective controls were improved by denopamine (10-300 micrograms) in a dose-dependent manner. With 100 micrograms denopamine, almost complete restoration of cardiac performance was attained, associated with a slight increase in heart rate. No arrhythmias were induced by these doses of denopamine. The results warrant clinical trials of denopamine in the treatment of cardiac failure.";bc5cdr;neurological|cardiovascular;
3832950;Clonazepam monotherapy for epilepsy in childhood.;Sixty patients (age-range one month to 14 years) with other types of epilepsy than infantile spasms were treated with clonazepam. Disappearance of seizures and normalization of abnormal EEG with disappearance of seizures were recognized in 77% and 50%, respectively. Seizures disappeared in 71% of the patients with generalized seizures and 89% of partial seizures. Improvement of abnormal EEG was noticed in 76% of diffuse paroxysms and in 67% of focal paroxysms. In excellent cases, mean effective dosages were 0.086 +/- 0.021 mg/kg/day in infants and 0.057 +/- 0.022 mg/kg/day in schoolchildren, this difference was statistically significant (p less than 0.005). The incidence of side effects such as drowsiness and ataxia was only 5%.;bc5cdr;neurological;
3833372;Postmarketing study of timolol-hydrochlorothiazide antihypertensive therapy.;A postmarketing surveillance study was conducted to determine the safety and efficacy of a fixed-ratio combination containing 10 mg of timolol maleate and 25 mg of hydrochlorothiazide, administered twice daily for one month to hypertensive patients. Data on 9,037 patients were collected by 1,455 participating physicians. Mean systolic blood pressure decreased 25 mmHg and mean diastolic blood pressure declined 15 mmHg after one month of timolol-hydrochlorothiazide therapy (P less than 0.01, both comparisons). Age, race, and sex appeared to have no influence on the decrease in blood pressure. The antihypertensive effect of the drug was greater in patients with more severe hypertension. Overall, 1,453 patients experienced a total of 2,658 adverse events, the most common being fatigue, dizziness, and weakness. Treatment in 590 patients was discontinued because of adverse events.;bc5cdr;cardiovascular;
3864191;Salicylate nephropathy in the Gunn rat: potential role of prostaglandins.;"We examined the potential role of prostaglandins in the development of analgesic nephropathy in the Gunn strain of rat. The homozygous Gunn rats have unconjugated hyperbilirubinemia due to the absence of glucuronyl transferase, leading to marked bilirubin deposition in renal medulla and papilla. These rats are also highly susceptible to develop papillary necrosis with analgesic administration. We used homozygous (jj) and phenotypically normal heterozygous (jJ) animals. Four groups of rats (n = 7) were studied: jj and jJ rats treated either with aspirin 300 mg/kg every other day or sham-treated. After one week, slices of cortex, outer and inner medulla from one kidney were incubated in buffer and prostaglandin synthesis was determined by radioimmunoassay. The other kidney was examined histologically. A marked corticomedullary gradient of prostaglandin synthesis was observed in all groups. PGE2 synthesis was significantly higher in outer medulla, but not cortex or inner medulla, of jj (38 +/- 6 ng/mg prot) than jJ rats (15 +/- 3) (p less than 0.01). Aspirin treatment reduced PGE2 synthesis in all regions, but outer medullary PGE2 remained higher in jj (18 +/- 3) than jJ rats (9 +/- 2) (p less than 0.05). PGF2 alpha was also significantly higher in the outer medulla of jj rats with and without aspirin administration (p less than 0.05). The changes in renal prostaglandin synthesis were accompanied by evidence of renal damage in aspirin-treated jj but not jJ rats as evidenced by: increased incidence and severity of hematuria (p less than 0.01); increased serum creatinine (p less than 0.05); and increase in outer medullary histopathologic lesions (p less than 0.005 compared to either sham-treated jj or aspirin-treated jJ). These results suggest that enhanced prostaglandin synthesis contributes to maintenance of renal function and morphological integrity, and that inhibition of prostaglandin synthesis may lead to pathological renal medullary lesions and deterioration of renal function.";bc5cdr;hepatorenal;
3895875;Prophylactic lidocaine in the early phase of suspected myocardial infarction.;Four hundred two patients with suspected myocardial infarction seen within 6 hours of the onset of symptoms entered a double-blind randomized trial of lidocaine vs placebo. During the 1 hour after administration of the drug the incidence of ventricular fibrillation or sustained ventricular tachycardia among the 204 patients with acute myocardial infarction was low, 1.5%. Lidocaine, given in a 300 mg dose intramuscularly followed by 100 mg intravenously, did not prevent sustained ventricular tachycardia, although there was a significant reduction in the number of patients with warning arrhythmias between 15 and 45 minutes after the administration of lidocaine (p less than 0.05). The average plasma lidocaine level 10 minutes after administration for patients without a myocardial infarction was significantly higher than that for patients with an acute infarction. The mean plasma lidocaine level of patients on beta-blocking agents was no different from that in patients not on beta blocking agents. During the 1-hour study period, the incidence of central nervous system side effects was significantly greater in the lidocaine group, hypotension occurred in 11 patients, nine of whom had received lidocaine, and four patients died from asystole, three of whom had had lidocaine. We cannot advocate the administration of lidocaine prophylactically in the early hours of suspected myocardial infarction.;bc5cdr;neurological|cardiovascular;
3925479;Evidence for a cholinergic role in haloperidol-induced catalepsy.;Experiments in mice tested previous evidence that activation of cholinergic systems promotes catalepsy and that cholinergic mechanisms need to be intact for full expression of neuroleptic-induced catalepsy. Large doses of the cholinomimetic, pilocarpine, could induce catalepsy when peripheral cholinergic receptors were blocked. Low doses of pilocarpine caused a pronounced enhancement of the catalepsy that was induced by the dopaminergic blocker, haloperidol. A muscarinic receptor blocker, atropine, disrupted haloperidol-induced catalepsy. Intracranial injection of an acetylcholine-synthesis inhibitor, hemicholinium, prevented the catalepsy that is usually induced by haloperidol. These findings suggest the hypothesis that the catalepsy that is produced by neuroleptics such as haloperidol is actually mediated by intrinsic central cholinergic systems. Alternatively, activation of central cholinergic systems could promote catalepsy by suppression of dopaminergic systems.;bc5cdr;neurological;
3975902;Cardiovascular dysfunction and hypersensitivity to sodium pentobarbital induced by chronic barium chloride ingestion.;Barium-supplemented Long-Evans hooded rats were characterized by a persistent hypertension that was evident after 1 month of barium (100 micrograms/ml mineral fortified water) treatment. Analysis of in vivo myocardial excitability, contractility, and metabolic characteristics at 16 months revealed other significant barium-induced disturbances within the cardiovascular system. The most distinctive aspect of the barium effect was a demonstrated hypersensitivity of the cardiovascular system to sodium pentobarbital. Under barbiturate anesthesia, virtually all of the myocardial contractile indices were depressed significantly in barium-exposed rats relative to the corresponding control-fed rats. The lack of a similar response to ketamine and xylazine anesthesia revealed that the cardiovascular actions of sodium pentobarbital in barium-treated rats were linked specifically to this anesthetic, and were not representative of a generalized anesthetic response. Other myocardial pathophysiologic and metabolic changes induced by barium were manifest, irrespective of the anesthetic employed. The contractile element shortening velocity of the cardiac muscle fibers was significantly slower in both groups of barium-treated rats relative to the control groups, irrespective of the anesthetic regimen. Similarly, significant disturbances in myocardial energy metabolism were detected in the barium-exposed rats which were consistent with the reduced contractile element shortening velocity. In addition, the excitability of the cardiac conduction system was depressed preferentially in the atrioventricular nodal region of hearts from barium-exposed rats. Overall, the altered cardiac contractility and excitability characteristics, the myocardial metabolic disturbances, and the hypersensitivity of the cardiovascular system to sodium pentobarbital suggest the existence of a heretofore undescribed cardiomyopathic disorder induced by chronic barium exposure. These experimental findings represent the first indication that life-long barium ingestion may have significant adverse effects on the mammalian cardiovascular system.;bc5cdr;neurological|cardiovascular;
